id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
Weapon_Sword_114,Espada del vigilante,Eightfold Blade,Petit sabre Sheikah,잔심의 단도,残心の小刀,Восьмеричный клинок,Achtvoudige tanto,Kogatana della prontezza,Zanshin-Kurzschwert,戒心小刀,戒心小刀,Petit sabre de la défiance,Espada del vigilante,Eightfold Blade
Weapon_Sword_124,Espada real,Royal Broadsword,Épée royale,왕가의 검,王家の剣,Королевский меч,Koninklijk zwaard,Spada reale,Königsschwert,王族之剑,王族之劍,Épée royale,Espada real,Royal Broadsword
Weapon_Sword_125,Espada del bosque,Forest Dweller's Sword,Épée des sylvains,숲에 사는 자의 검,森人の剣,Лесной меч,Woudzwaard,Spada silvana,Waldschwert,森民之剑,森民之劍,Épée des sylvains,Espada del bosque,Forest Dweller's Sword
Weapon_Sword_127,Espada zora,Zora Sword,Épée Zora,조라의 검,ゾーラの剣,Меч зора,Zora-zwaard,Spada Zora,Zora-Schwert,卓拉之剑,卓拉之劍,Épée zora,Espada zora,Zora Sword
Weapon_Sword_129,Daga gerudo,Gerudo Scimitar,Cimeterre Gerudo,겔드의 나이프,ゲルドのナイフ,Сабля герудо,Gerudo-kromzwaard,Scimitarra Gerudo,Gerudo-Messer,格鲁德匕首,格魯德匕首,Cimeterre gerudo,Daga gerudo,Gerudo Scimitar
Weapon_Sword_131,Espada de pluma,Feathered Edge,Lame rémige,날개깃의 검,風切羽の剣,Полетный меч,Verenkling,Spada piume in volo,Eisvogelschwert,斩风羽剑,斬風羽劍,Lame rémige,Espada de pluma,Feathered Edge
Weapon_Sword_147,Espada de la guardia,Royal Guard's Sword,Épée de garde royal,근위의 검,近衛の剣,Гвардейский меч,Sheikah-zwaard,Spada da guardia reale,Gardeschwert,近卫之剑,近衛之劍,Épée de garde royal,Espada de la guardia,Royal Guard's Sword
Weapon_Sword_161,Cetro mágico,Magic Rod,Baguette magique,마법의 지팡이,魔法の杖,Волшебный жезл,Toverstaf,Scettro magico,Kurzer Zauberstab,魔法杖,魔法杖,Baguette magique,Cetro mágico,Magic Rod
Weapon_Sword_163,Sable de zonnanio reforzado,Strong Zonaite Sword,Épée de sonium robuste,튼튼한 조나니움 검,ゾナニウムの強剣,Зонаровый меч+,Zonanium zwaard+,Spada di zonanio rinforzata,Starkes Sonanium-Schwert,左纳尼乌姆之强剑,左納尼烏姆之強劍,Épée de sonium robuste,Sable de zonnanio reforzado,Strong Zonaite Sword
Weapon_Sword_164,Gran sable de zonnanio,Mighty Zonaite Sword,Épée de sonium surpuissante,강력한 조나니움 검,ゾナニウムの剛剣,Зонаровый меч++,Zonanium zwaard++,Spada di zonanio massiccia,Mächtiges Sonanium-Schwert,左纳尼乌姆之刚剑,左納尼烏姆之剛劍,Épée de sonium surpuissante,Gran sable de zonnanio,Mighty Zonaite Sword
Weapon_Sword_166,Sable del aura maligna,Gloom Sword,Sabre émanatique,독기의 검,瘴気の剣,Миазмовый меч,Miasmazwaard,Spada miasmatica,Miasma-Schwert,瘴气之剑,瘴氣之劍,Sabre miasmatique,Sable del aura maligna,Gloom Sword
Weapon_Sword_167,Rama de árbol,Tree Branch,Branche d'arbre,나뭇가지,木の枝,Ветка,Tak,Ramo,Rute,木枝,木枝,Branche d'arbre,Rama de árbol,Tree Branch
Weapon_Sword_168,Palo de madera,Wooden Stick,Bâton,나무 봉,木の棒,Палка,Houten stok,Clava di legno,Einfacher Stock,木棒,木棒,Bâton,Palo de madera,Wooden Stick
