id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
Item_Enemy_18,Ala de keese,Keese Wing,Aile griffue,키이스의 날개,キースの羽,Крыло куса,Keese-vleugel,Ala di pipistrello,Flederbeißerflügel,蝙蝠的翅膀,蝙蝠的翅膀,Aile griffue,Ala de keese,Keese Wing
Item_Enemy_181,Gastrolito de like like,Like Like Stone,Gastrolithe de Like Like,조아조아의 위돌,ライクライクの胃石,Безоар щитоеда,Like Like-maagsteen,Gastrolite di like like,Raubschleim-Stein,莱克莱克的胃石,萊克萊克的胃石,Gastrolithe de Like like,Gastrolito de like like,Like Like Stone
Item_Enemy_182,Gastrolito de like ígneo,Fire Like Stone,Gastrolithe de Pyrolike,파이어 조아의 위돌,ファイアライクの胃石,Безоар огненного щитоеда,Vuur-Like-maagsteen,Gastrolite di like igneo,Feuer-Raubschleim-Stein,火焰莱克的胃石,火焰萊克的胃石,Gastrolithe de Pyrolike,Gastrolito de like ígneo,Fire Like Stone
Item_Enemy_183,Gastrolito de like eléctrico,Shock Like Stone,Gastrolithe d'Électrolike,일렉트로 조아의 위돌,エレキライクの胃石,Безоар грозового щитоеда,Elektro-Like-maagsteen,Gastrolite di like elettrico,Elektro-Raubschleim-Stein,电击莱克的胃石,電擊萊克的胃石,Gastrolithe d'Électrolike,Gastrolito de like eléctrico,Shock Like Stone
Item_Enemy_184,Gastrolito de like gélido,Ice Like Stone,Gastrolithe de Cryolike,아이스 조아의 위돌,アイスライクの胃石,Безоар ледяного щитоеда,IJs-Like-maagsteen,Gastrolite di like glaciale,Eis-Raubschleim-Stein,冰雪莱克的胃石,冰雪萊克的胃石,Gastrolithe de Cryolike,Gastrolito de like gélido,Ice Like Stone
Item_Enemy_186,Gran colmillo de anuronte,Frox Fang,Dent de Gigatracien,데그가마의 큰 이빨,デグガーマの大牙,Клык дегугармы,Frox-slagtand,Zanna di granfibio,Gigama-Riesenzahn,巨霸迦马的大牙,巨霸迦馬的大牙,Dent de Gigatracien,Gran colmillo de anuronte,Frox Fang
Item_Enemy_187,Gran colmillo de anuronte oscuro,Obsidian Frox Fang,Dent de Gigatracien anthracite,흑요의 데그가마의 큰 이빨,黒曜デグガーマの大牙,Клык обсидиановой дегугармы,Donkere-Frox-slagtand,Zanna di granfibio scuro,Obsidian-Gigama-Riesenzahn,黑曜巨霸迦马的大牙,黑曜巨霸迦馬的大牙,Dent de Gigatracien anthracite,Gran colmillo de anuronte oscuro,Obsidian Frox Fang
Item_Enemy_188,Gran colmillo de anuronte albo,Blue-White Frox Fang,Dent de Gigatracien opalin,창백의 데그가마의 큰 이빨,白蒼デグガーマの大牙,Клык сизой дегугармы,Wit-blauwe-Frox-slagtand,Zanna di granfibio chiaro,Kristall-Gigama-Riesenzahn,白苍巨霸迦马的大牙,白蒼巨霸迦馬的大牙,Dent de Gigatracien opalin,Gran colmillo de anuronte albo,Blue-White Frox Fang
Item_Enemy_189,Uña de anuronte,Frox Fingernail,Ongle de Gigatracien,데그가마의 발톱,デグガーマの爪,Ноготь дегугармы,Frox-nagel,Unghia di granfibio,Gigama-Nagel,巨霸迦马的爪子,巨霸迦馬的爪子,Ongle de Gigatracien,Uña de anuronte,Frox Fingernail
Item_Enemy_19,Ojo de keese,Keese Eyeball,Œil de Chauve-souris,키이스의 눈알,キースの目玉,Глаз куса,Keese-oog,Occhio di pipistrello,Flederbeißerauge,蝙蝠的眼珠,蝙蝠的眼珠,Œil de Chauve-souris,Ojo de keese,Keese Eyeball
Item_Enemy_190,Víscera de anuronte,Frox Guts,Viscère de Gigatracien,데그가마의 간,デグガーマの肝,Сердце дегугармы,Frox-hart,Cuore di granfibio,Gigama-Herz,巨霸迦马的肝脏,巨霸迦馬的肝臟,Viscère de Gigatracien,Víscera de anuronte,Frox Guts
Item_Enemy_191,Cuerno de gólem teniente,Captain Construct II Horn,Corne de Golem capitaine,대장 골렘의 뿔(중등),隊長ゴーレムの角(中等),Рог голема-капитана ГК-2,Zonoïdeofficierhoorn 2.0,Corno di golem maggiore,Beta-Elitekonstrukt-Horn,队长魔像的角（中等）,隊長魔像的角（中等）,Corne de Golem capitaine,Cuerno de gólem teniente,Captain Construct II Horn
Item_Enemy_192,Cuerno de gólem capitán,Captain Construct III Horn,Corne de Golem commandant,대장 골렘의 뿔(상등),隊長ゴーレムの角(上等),Рог голема-капитана ГК-3,Zonoïdeofficierhoorn 3.0,Corno di golem colonnello,Gamma-Elitekonstrukt-Horn,队长魔像的角（上等）,隊長魔像的角（上等）,Corne de Golem commandant,Cuerno de gólem capitán,Captain Construct III Horn
Item_Enemy_193,Cuerno de gólem coronel,Captain Construct IV Horn,Corne de Golem colonel,대장 골렘의 뿔(특등),隊長ゴーレムの角(特等),Рог голема-капитана ГК-4,Zonoïdeofficierhoorn 4.0,Corno di golem generale,Delta-Elitekonstrukt-Horn,队长魔像的角（特等）,隊長魔像的角（特等）,Corne de Golem colonel,Cuerno de gólem coronel,Captain Construct IV Horn
Item_Enemy_20,Tentáculo de octorok,Octorok Tentacle,Tentacule octo,옥타의 다리,オクタの足,Щупальце осьминоса,Octorok-tentakel,Tentacolo octo,Oktorok-Tentakel,八爪怪的脚,八爪怪的腳,Tentacule octo,Tentáculo de octorok,Octorok Tentacle
Item_Enemy_208,Cuerno de stalhinox,Stalnox Horn,Corne de Stalhinox,스탈 히녹스의 뿔,スタルヒノックスの角,Рог сталнокса,Skelet-Hinox-hoorn,Corno di stalhinox,Stalhinox-Horn,骷髅西诺克斯的犄角,骷髏西諾克斯的犄角,Corne de Stalhinox,Cuerno de hinox esquelético,Stalnox Horn
Item_Enemy_21,Ojo de octorok,Octorok Eyeball,Œil octo,옥타의 눈알,オクタの目玉,Глаз осьминоса,Octorok-oog,Occhio octo,Oktorok-Auge,八爪怪的眼珠,八爪怪的眼珠,Œil octo,Ojo de octorok,Octorok Eyeball
Item_Enemy_210,Mandíbula de moldora,Molduga Jaw,Mâchoire de Moldarquor,몰드래고의 턱뼈,モルドラジークのアゴ骨,Челюсть молдоры,Molduga-kaakbeen,Mandibola di moldenottera,Moldora-Kiefer,莫尔德拉吉克的颚骨,莫爾德拉吉克的顎骨,Mâchoire de Moldarquor,Mandíbula de moldora,Molduga Jaw
Item_Enemy_211,Cuerno de Eldra,Dinraal's Horn,Corne d'Ordrac,올드래곤의 뿔,オルドラの角,Рог Динраля,Dinraals hoorn,Corno di Oldra,Eldra-Horn,奥尔龙的犄角,奧爾龍的犄角,Corne d'Ordrac,Cuerno de Elden,Dinraal's Horn
Item_Enemy_212,Cuerno de Naydra,Naydra's Horn,Corne de Nedrac,넬드래곤의 뿔,ネルドラの角,Рог Нейдры,Naydra's hoorn,Corno di Neldra,Naydra-Horn,聂尔龙的犄角,聶爾龍的犄角,Corne de Nedrac,Cuerno de Nayen,Naydra's Horn
Item_Enemy_213,Cuerno de Farodra,Farosh's Horn,Corne de Rordrac,필로드래곤의 뿔,フロドラの角,Рог Фароша,Farosh' hoorn,Corno di Firodra,Farodra-Horn,费罗龙的犄角,費羅龍的犄角,Corne de Rordrac,Cuerno de Faren,Farosh's Horn
Item_Enemy_214,Cuerno del dragón blanco,Light Dragon's Horn,Corne du dragon blanc,백룡의 뿔,白龍の角,Рог Белого дракона,Lichtdraakhoorn,Corno di drago eburneo,Weißdrachenhorn,白龙的犄角,白龍的犄角,Corne du dragon blanc,Cuerno del dragón blanco,Light Dragon's Horn
Item_Enemy_215,Cuerno pesado de centaleón,Lynel Mace Horn,Corne-masse de Centaléo,라이넬의 분쇄뿔,ライネルの砕角,Крушащий рог левра,Lynel-hamerhoorn,Corno tozzo di lynel,Leunen-Massivhorn,莱尼尔的碎角,萊尼爾的碎角,Corne briseuse de Lynel,Cuerno pesado de centaleón,Lynel Mace Horn
Item_Enemy_216,Cuerno pesado de centaleón azul,Blue-Maned Lynel Mace Horn,Corne-masse de Cent. bleu,푸른 갈기의 라이넬의 분쇄뿔,青髪ライネルの砕角,Крушащий рог сизогривого левра,Blauwe-Lynel-hamerhoorn,Corno tozzo di lynel blu,Blauer-Leune-Massivhorn,蓝鬃莱尼尔的碎角,藍鬃萊尼爾的碎角,Corne briseuse de Lynel bleu,Cuerno pesado de centaleón azul,Blue-Maned Lynel Mace Horn
Item_Enemy_217,Cuerno pesado de centaleón blanco,White-Maned Lynel Mace Horn,Corne-masse de Cent. blanc,하얀 갈기의 라이넬의 분쇄뿔,白髪ライネルの砕角,Крушащий рог белогривого левра,Witte-Lynel-hamerhoorn,Corno tozzo di lynel bianco,Weißer-Leune-Massivhorn,白鬃莱尼尔的碎角,白鬃萊尼爾的碎角,Corne briseuse de Lynel blanc,Cuerno pesado de centaleón blanco,White-Maned Lynel Mace Horn
Item_Enemy_218,Cuerno pesado de centaleón plateado,Silver Lynel Mace Horn,Corne-masse de Cent. d'argent,실버 라이넬의 분쇄뿔,白銀ライネルの砕角,Крушащий рог серебряного левра,Zilveren-Lynel-hamerhoorn,Corno tozzo di lynel d'argento,Silberner-Leune-Massivhorn,白银莱尼尔的碎角,白銀萊尼爾的碎角,Corne briseuse de Lynel d'argent,Cuerno pesado de centaleón plateado,Silver Lynel Mace Horn
Item_Enemy_228,Roca dracónica de Eldra,Shard of Dinraal's Spike,Dracoroche d'Ordrac,올드래곤의 용암석,オルドラの龍岩石,Драколит Динраля,Dinraals drakensteen,Roccia draconica di Oldra,Eldra-Drachenstein,奥尔龙的龙岩石,奧爾龍的龍岩石,Dracoroche d'Ordrac,Roca dracónica de Elden,Shard of Dinraal's Spike
Item_Enemy_229,Roca dracónica de Naydra,Shard of Naydra's Spike,Dracoroche de Nedrac,넬드래곤의 용암석,ネルドラの龍岩石,Драколит Нейдры,Naydra's drakensteen,Roccia draconica di Neldra,Naydra-Drachenstein,聂尔龙的龙岩石,聶爾龍的龍岩石,Dracoroche de Nedrac,Roca dracónica de Nayen,Shard of Naydra's Spike
Item_Enemy_230,Roca dracónica de Farodra,Shard of Farosh's Spike,Dracoroche de Rordrac,필로드래곤의 용암석,フロドラの龍岩石,Драколит Фароша,Farosh' drakensteen,Roccia draconica di Firodra,Farodra-Drachenstein,费罗龙的龙岩石,費羅龍的龍岩石,Dracoroche de Rordrac,Roca dracónica de Faren,Shard of Farosh's Spike
Item_Enemy_231,Roca dracónica del dragón blanco,Shard of Light Dragon's Spike,Dracoroche du dragon blanc,백룡의 용암석,白龍の龍岩石,Драколит Белого дракона,Lichtdrakensteen,Roccia draconica del drago eburneo,Weißdrachenstein,白龙的龙岩石,白龍的龍岩石,Dracoroche du dragon blanc,Roca dracónica del dragón blanco,Shard of Light Dragon's Spike
Item_Enemy_24,Aleta de moldora,Molduga Fin,Aileron de Moldarquor,몰드래고의 등지느러미,モルドラジークの背びれ,Плавник молдоры,Molduga-vin,Pinna di moldenottera,Moldora-Flosse,莫尔德拉吉克的背鳍,莫爾德拉吉克的背鰭,Aileron de Moldarquor,Aleta de moldora,Molduga Fin
Item_Enemy_25,Víscera de moldora,Molduga Guts,Viscère de Moldarquor,몰드래고의 간,モルドラジークの肝,Сердце молдоры,Molduga-hart,Cuore di moldenottera,Moldora-Herz,莫尔德拉吉克的肝脏,莫爾德拉吉克的肝臟,Viscère de Moldarquor,Víscera de moldora,Molduga Guts
Item_Enemy_32,Uña de hinox,Hinox Toenail,Ongle d'Hinox,히녹스의 발톱,ヒノックスの爪,Ноготь хинокса,Hinox-nagel,Unghia di hinox,Hinox-Fußnagel,西诺克斯的指甲,西諾克斯的指甲,Ongle d'Hinox,Uña de hinox,Hinox Toenail
Item_Enemy_33,Diente de hinox,Hinox Tooth,Dent d'Hinox,히녹스의 이빨,ヒノックスの牙,Зуб хинокса,Hinox-tand,Dente di hinox,Hinox-Zahn,西诺克斯的牙齿,西諾克斯的牙齒,Dent d'Hinox,Colmillo de hinox,Hinox Tooth
Item_Enemy_34,Víscera de hinox,Hinox Guts,Viscère d'Hinox,히녹스의 간,ヒノックスの肝,Сердце хинокса,Hinox-hart,Cuore di hinox,Hinox-Herz,西诺克斯的肝脏,西諾克斯的肝臟,Viscère d'Hinox,Víscera de hinox,Hinox Guts
Item_Enemy_38,Escama de Eldra,Dinraal's Scale,Écaille d'Ordrac,올드래곤의 비늘,オルドラのウロコ,Чешуйка Динраля,Dinraals schub,Squama di Oldra,Eldra-Schuppe,奥尔龙的鳞片,奧爾龍的鱗片,Écaille d'Ordrac,Escama de Elden,Dinraal's Scale
Item_Enemy_39,Garra de Eldra,Dinraal's Claw,Griffe d'Ordrac,올드래곤의 발톱,オルドラの爪,Коготь Динраля,Dinraals klauw,Artiglio di Oldra,Eldra-Klaue,奥尔龙的爪子,奧爾龍的爪子,Griffe d'Ordrac,Garra de Elden,Dinraal's Claw
Item_Enemy_40,Gelatina de chuchu,Chuchu Jelly,Gelée Chuchu,츄츄젤리,チュチュゼリー,Желе чучу,Chuchu-gelei,Gelatina chuchu,Schleim-Gelee,丘丘胶,丘丘膠,Gelée chuchu,Gelatina de chuchu,Chuchu Jelly
Item_Enemy_41,Cola de lizalfos ígneo,Fire-Breath Lizalfos Tail,Queue de Lézalfos de feu,화염 리잘포스의 꼬리,火吹きリザルフォスのしっぽ,Хвост огнедыш. заврофоса,Vuur-Lizalfos-staart,Coda di lizalfos igneo,Feuer-Echsalfos-Schwanz,喷火蜥蜴战士的尾巴,噴火蜥蜴戰士的尾巴,Queue de Lézalfos de feu,Cola de lizalfos ígneo,Fire-Breath Lizalfos Tail
Item_Enemy_42,Cola de lizalfos gélido,Ice-Breath Lizalfos Tail,Queue de Lézalfos de glace,얼음 리잘포스의 꼬리,雹吐きリザルフォスのしっぽ,Хвост заврофоса-ледоплюя,IJs-Lizalfos-staart,Coda di lizalfos glaciale,Eis-Echsalfos-Schwanz,吐雹蜥蜴战士的尾巴,吐雹蜥蜴戰士的尾巴,Queue de Lézalfos de glace,Cola de lizalfos gélido,Ice-Breath Lizalfos Tail
Item_Enemy_43,Cola de lizalfos eléctrico,Electric Lizalfos Tail,Queue de Lézalfos électrique,마비 리잘포스의 꼬리,シビレリザルフォスのしっぽ,Хвост грозового заврофоса,Elektro-Lizalfos-staart,Coda di lizalfos elettrico,Elektro-Echsalfos-Schwanz,电麻蜥蜴战士的尾巴,電麻蜥蜴戰士的尾巴,Queue de Lézalfos électrique,Cola de lizalfos eléctrico,Electric Lizalfos Tail
Item_Enemy_44,Ala de keese de fuego,Fire Keese Wing,Aile de feu,파이어 키이스의 날개,ファイアキースの羽,Крыло огненного куса,Vuur-Keese-vleugel,Ala di pipistrello igneo,Feuer-Flederbeißerflügel,火蝙蝠的翅膀,火蝙蝠的翅膀,Aile de feu,Ala de keese de fuego,Fire Keese Wing
Item_Enemy_45,Ala de keese eléctrico,Electric Keese Wing,Aile électrique,일렉트로 키이스의 날개,エレキースの羽,Крыло грозового куса,Elektro-Keese-vleugel,Ala di pipistrello elettrico,Elektro-Flederbeißerflügel,电蝙蝠的翅膀,電蝙蝠的翅膀,Aile électrique,Ala de keese eléctrico,Electric Keese Wing
Item_Enemy_46,Ala de keese de hielo,Ice Keese Wing,Aile de glace,아이스 키이스의 날개,アイスキースの羽,Крыло ледяного куса,IJs-Keese-vleugel,Ala di pipistrello glaciale,Eis-Flederbeißerflügel,冰蝙蝠的翅膀,冰蝙蝠的翅膀,Aile de glace,Ala de keese de hielo,Ice Keese Wing
Item_Enemy_47,Colmillo de Eldra,Shard of Dinraal's Fang,Éclat de croc d'Ordrac,올드래곤의 이빨 조각,オルドラの牙のかけら,Фрагмент зуба Динраля,Dinraals tandsplinter,Dente di Oldra,Eldra-Zahn,奥尔龙的牙齿碎片,奧爾龍的牙齒碎片,Éclat de croc d'Ordrac,Colmillo de Elden,Shard of Dinraal's Fang
Item_Enemy_49,Escama de Naydra,Naydra's Scale,Écaille de Nedrac,넬드래곤의 비늘,ネルドラのウロコ,Чешуйка Нейдры,Naydra's schub,Squama di Neldra,Naydra-Schuppe,聂尔龙的鳞片,聶爾龍的鱗片,Écaille de Nedrac,Escama de Nayen,Naydra's Scale
Item_Enemy_50,Garra de Naydra,Naydra's Claw,Griffe de Nedrac,넬드래곤의 발톱,ネルドラの爪,Коготь Нейдры,Naydra's klauw,Artiglio di Neldra,Naydra-Klaue,聂尔龙的爪子,聶爾龍的爪子,Griffe de Nedrac,Garra de Nayen,Naydra's Claw
Item_Enemy_51,Colmillo de Naydra,Shard of Naydra's Fang,Éclat de croc de Nedrac,넬드래곤의 이빨 조각,ネルドラの牙のかけら,Фрагмент зуба Нейдры,Naydra's tandsplinter,Dente di Neldra,Naydra-Zahn,聂尔龙的牙齿碎片,聶爾龍的牙齒碎片,Éclat de croc de Nedrac,Colmillo de Nayen,Shard of Naydra's Fang
Item_Enemy_53,Escama de Farodra,Farosh's Scale,Écaille de Rordrac,필로드래곤의 비늘,フロドラのウロコ,Чешуйка Фароша,Farosh' schub,Squama di Firodra,Farodra-Schuppe,费罗龙的鳞片,費羅龍的鱗片,Écaille de Rordrac,Escama de Faren,Farosh's Scale
Item_Enemy_54,Garra de Farodra,Farosh's Claw,Griffe de Rordrac,필로드래곤의 발톱,フロドラの爪,Коготь Фароша,Farosh' klauw,Artiglio di Firodra,Farodra-Klaue,费罗龙的爪子,費羅龍的爪子,Griffe de Rordrac,Garra de Faren,Farosh's Claw
Item_Enemy_55,Colmillo de Farodra,Shard of Farosh's Fang,Éclat de croc de Rordrac,필로드래곤의 이빨 조각,フロドラの牙のかけら,Фрагмент зуба Фароша,Farosh' tandsplinter,Dente di Firodra,Farodra-Zahn,费罗龙的牙齿碎片,費羅龍的牙齒碎片,Éclat de croc de Rordrac,Colmillo de Faren,Shard of Farosh's Fang
Item_Enemy_57,Globo de octorok,Octo Balloon,Ballon octo,옥타 풍선,オクタ風船,Зоб осьминоса,Octorok-ballon,Octopallone,Oktorok-Ballon,八爪怪气球,八爪怪氣球,Baudruche octo,Globo de octorok,Octo Balloon
Item_Enemy_58,Cuerno de lizalfos ígneo,Fire-Breath Lizalfos Horn,Corne de Lézalfos de feu,화염 리잘포스의 뿔,火吹きリザルフォスの角,Рог огнедыш. заврофоса,Vuur-Lizalfos-hoorn,Corno di lizalfos igneo,Feuer-Echsalfos-Horn,喷火蜥蜴战士的犄角,噴火蜥蜴戰士的犄角,Corne de Lézalfos de feu,Cuerno de lizalfos ígneo,Fire-Breath Lizalfos Horn
Item_Enemy_59,Cuerno de lizalfos gélido,Ice-Breath Lizalfos Horn,Corne de Lézalfos de glace,얼음 리잘포스의 뿔,雹吐きリザルフォスの角,Рог заврофоса-ледоплюя,IJs-Lizalfos-hoorn,Corno di lizalfos glaciale,Eis-Echsalfos-Horn,吐雹蜥蜴战士的犄角,吐雹蜥蜴戰士的犄角,Corne de Lézalfos de glace,Cuerno de lizalfos gélido,Ice-Breath Lizalfos Horn
Item_Enemy_60,Cuerno de lizalfos eléctrico,Electric Lizalfos Horn,Corne de Lézalfos électrique,마비 리잘포스의 뿔,シビレリザルフォスの角,Рог грозового заврофоса,Elektro-Lizalfos-hoorn,Corno di lizalfos elettrico,Elektro-Echsalfos-Horn,电麻蜥蜴战士的犄角,電麻蜥蜴戰士的犄角,Corne de Lézalfos électrique,Cuerno de lizalfos eléctrico,Electric Lizalfos Horn
Item_Enemy_64,Cuerno de gran bokoblin,Boss Bokoblin Horn,Corne de Chef Bokoblin,보스보코블린의 뿔,ボスボコブリンの角,Рог бокобосса,Bokoblin-baashoorn,Corno di capo boblin,Bossbok-Horn,首领波克布林的犄角,首領波克布林的犄角,Corne de Chef boko,Cuerno de gran bokoblin,Boss Bokoblin Horn
Item_Enemy_66,Ojo de aerocuda,Aerocuda Eyeball,Œil de Kakuda,카쿠다의 눈알,カックーダの目玉,Глаз какуды,Aerocuda-oog,Occhio di kakuda,Kakuda-Auge,卡库达的眼珠,卡庫達的眼珠,Œil de Kakuda,Ojo de aerocuda,Aerocuda Eyeball
Item_Enemy_67,Cuerno de gólem brigada,Captain Construct I Horn,Corne de Golem lieutenant,대장 골렘의 뿔,隊長ゴーレムの角,Рог голема-капитана ГК-1,Zonoïdeofficierhoorn 1.0,Corno di golem capitano,Alpha-Elitekonstrukt-Horn,队长魔像的角,隊長魔像的角,Corne de Golem lieutenant,Cuerno de gólem brigada,Captain Construct I Horn
Item_Enemy_69,Costillar de gibdo,Gibdo Bone,Côtes de Gibdo,기브도의 뼈,ギブドの骨,Ребра гибдо,Gibdo-bot,Costato di ghibdo,Gibdo-Knochen,吉波得之骨,吉波得之骨,Côtes de Gibdo,Costillar de gibdo,Gibdo Bone
Item_Enemy_77,Cuerno de bokoblin,Bokoblin Horn,Corne de Bokoblin,보코블린의 뿔,ボコブリンの角,Рог бокоблина,Bokoblin-hoorn,Corno di boblin,Bokblin-Horn,波克布林的犄角,波克布林的犄角,Corne de Bokoblin,Cuerno de bokoblin,Bokoblin Horn
Item_Enemy_78,Cuerno de bokoblin azul,Blue Bokoblin Horn,Corne de Bokoblin bleu,블루 보코블린의 뿔,青ボコブリンの角,Рог синего бокоблина,Blauwe-Bokoblin-hoorn,Corno di boblin blu,Blauer-Bokblin-Horn,蓝色波克布林的犄角,藍色波克布林的犄角,Corne de Bokoblin bleu,Cuerno de bokoblin azul,Blue Bokoblin Horn
Item_Enemy_79,Cuerno de bokoblin negro,Black Bokoblin Horn,Corne de Bokoblin noir,블랙 보코블린의 뿔,黒ボコブリンの角,Рог черного бокоблина,Zwarte-Bokoblin-hoorn,Corno di boblin nero,Schwarzer-Bokblin-Horn,黑色波克布林的犄角,黑色波克布林的犄角,Corne de Bokoblin noir,Cuerno de bokoblin negro,Black Bokoblin Horn
Item_Enemy_80,Cuerno de bokoblin plateado,Silver Bokoblin Horn,Corne de Bokoblin d'argent,실버 보코블린의 뿔,白銀ボコブリンの角,Рог серебряного бокоблина,Zilveren-Bokoblin-hoorn,Corno di boblin d'argento,Silberner-Bokblin-Horn,白银波克布林的犄角,白銀波克布林的犄角,Corne de Bokoblin d'argent,Cuerno de bokoblin plateado,Silver Bokoblin Horn
Item_Enemy_89,Cuerno de moblin,Moblin Horn,Corne de Moblin,모리블린의 뿔,モリブリンの角,Рог моблина,Moblin-hoorn,Corno di grublin,Moblin-Horn,莫力布林的犄角,莫力布林的犄角,Corne de Moblin,Cuerno de moblin,Moblin Horn
Item_Enemy_90,Cuerno de moblin azul,Blue Moblin Horn,Corne de Moblin bleu,블루 모리블린의 뿔,青モリブリンの角,Рог синего моблина,Blauwe-Moblin-hoorn,Corno di grublin blu,Blauer-Moblin-Horn,蓝色莫力布林的犄角,藍色莫力布林的犄角,Corne de Moblin bleu,Cuerno de moblin azul,Blue Moblin Horn
Item_Enemy_91,Cuerno de moblin negro,Black Moblin Horn,Corne de Moblin noir,블랙 모리블린의 뿔,黒モリブリンの角,Рог черного моблина,Zwarte-Moblin-hoorn,Corno di grublin nero,Schwarzer-Moblin-Horn,黑色莫力布林的犄角,黑色莫力布林的犄角,Corne de Moblin noir,Cuerno de moblin negro,Black Moblin Horn
Item_Enemy_92,Cuerno de moblin plateado,Silver Moblin Horn,Corne de Moblin d'argent,실버 모리블린의 뿔,白銀モリブリンの角,Рог серебряного моблина,Zilveren-Moblin-hoorn,Corno di grublin d'argento,Silberner-Moblin-Horn,白银莫力布林的犄角,白銀莫力布林的犄角,Corne de Moblin d'argent,Cuerno de moblin plateado,Silver Moblin Horn
Item_FishGet_A,Lubina de Hyrule,Hyrule Bass,Perche d'Hyrule,하이랄배스,ハイラルバス,Хайрульский окунь,Hyrule-baars,Aspio Hyrule,Hyrulebarsch,海拉鲁鲈鱼,海拉魯鱸魚,Perche d'Hyrule,Lubina de Hyrule,Hyrule Bass
Item_FishGet_AA,Arowana arcaico,Ancient Arowana,Arowana ancien,고대아로와나,ムカシアロワナ,Древняя аравана,Eeuwenoude arowana,Antico arowana,Uralter Arowana,远昔骨舌鱼,遠昔骨舌魚,Arowana ancien,Arowana arcaico,Ancient Arowana
Item_FishGet_AC,Pez cavernario luminoso,Glowing Cave Fish,Troglodus lumos,조명동굴어,アカリホラウオ,Пещерный вспышник,Glimgrotvis,Cavernario luminoso,Leucht-Höhlenfisch,光亮霍拉鱼,光亮霍拉魚,Troglodus lumos,Pez cavernario luminoso,Glowing Cave Fish
Item_FishGet_B,Lubina longeva,Hearty Bass,Perche max,맥스배스,マックスバス,Чудо-окунь,Hartenbaars,Aspio vivax,Maxi-Barsch,生命鲈鱼,生命鱸魚,Perche max,Lubina vivaz,Hearty Bass
Item_FishGet_C,Trucha nevada,Chillfin Trout,Truite glagla,썰렁송어,ヒンヤリマス,Морозная форель,IJsforel,Trota gelida,Frostforelle,冰冷鳟鱼,冰冷鱒魚,Truite glagla,Trucha gélida,Chillfin Trout
Item_FishGet_D,Trucha contracorriente,Voltfin Trout,Truite volt,찌릿찌릿송어,ビリビリマス,Грозовая форель,Schokforel,Trota scossa,Zitterforelle,酥麻鳟鱼,酥麻鱒魚,Truite volt,Trucha electro,Voltfin Trout
Item_FishGet_E,Carpa alfa,Mighty Carp,Carpe lame,칼날잉어,ツルギゴイ,Клинковый сазан,Steekkarper,Carpa spada,Schwertkarpfen,大剑鲤鱼,大劍鯉魚,Carpe lame,Carpa recia,Mighty Carp
Item_FishGet_F,Besugo guerrero,Mighty Porgy,Daurade lame,칼날도미,ツルギダイ,Клинковый пагр,Zwaardsnapper,Orata spada,Schwertschnapper,大剑鲷鱼,大劍鯛魚,Daurade lame,Dorada recia,Mighty Porgy
Item_FishGet_G,Besugo óseo,Armored Porgy,Daurade armo,갑옷도미,ヨロイダイ,Латный пагр,Schildsnapper,Orata corazzata,Rüstungsschnapper,铠甲鲷鱼,鎧甲鯛魚,Daurade armo,Dorada robusta,Armored Porgy
Item_FishGet_H,Carpa acorazada,Armored Carp,Carpe armo,갑옷잉어,ヨロイゴイ,Латный сазан,Schildkarper,Carpa corazzata,Rüstungskarpfen,铠甲鲤鱼,鎧甲鯉魚,Carpe armo,Carpa robusta,Armored Carp
Item_FishGet_I,Salmón ardoroso,Hearty Salmon,Saumon max,맥스연어,マックスサーモン,Чудо-семга,Hartenzalm,Salmone vivax,Maxi-Lachs,生命鲑鱼,生命鮭魚,Saumon max,Salmón vivaz,Hearty Salmon
Item_FishGet_J,Trucha termal,Sizzlefin Trout,Truite piment,따끈따끈송어,ポカポカマス,Жар-форель,Warmteforel,Trota ignea,Glutforelle,暖暖鳟鱼,暖暖鱒魚,Truite piment,Trucha ígnea,Sizzlefin Trout
Item_FishGet_L,Lubina peregrina,Staminoka Bass,Perche enduro,원기배스,ガンバリバス,Бодрый окунь,Energiebaars,Aspio vigor,Ausdauerbarsch,精力鲈鱼,精力鱸魚,Perche enduro,Lubina vigorosa,Staminoka Bass
Item_FishGet_M,Caracol aguzado,Sneaky River Snail,Escargot silencio,은밀우렁이,シノビタニシ,Улитка-тихоход,Sluipslak,Lumaca silente,Schleichschnecke,潜行田螺,潛行田螺,Escargot silencio,Caracol sigiloso,Sneaky River Snail
Item_FishGet_X,Trucha sigilosa,Stealthfin Trout,Truite silencio,은밀송어,シノビマス,Тишь-форель,Schaduwforel,Trota fugace,Schleichforelle,潜行鳟鱼,潛行鱒魚,Truite silencio,Trucha sigilosa,Stealthfin Trout
Item_FishGet_Z,Carpa tricolor,Sanke Carp,Carpe tricolore,달록잉어,サンケゴイ,Карп санке,Driekleurige karper,Carpa tricolore,Dreifarb-Karpfen,三色鲤鱼,三色鯉魚,Carpe tricolore,Carpa tricolor,Sanke Carp
Item_Fruit_A,Manzana,Apple,Pomme,사과,リンゴ,Яблоко,Appel,Mela,Apfel,苹果,蘋果,Pomme,Manzana,Apple
