id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
Obj_SubstituteCloth_27,Tela de la capucha hyliana,Hylian-Hood Fabric,Tissu capuche Hylienne,하일리아의 후드 원단,ハイリアのフードの生地,Ткань «Хайлийский капюшон»,Hyliaanse-kap-stof,Tessuto del cappuccio Hylia,Hylia-Kapuzen-Stoff,海利亚兜帽的布料,海利亞兜帽的布料,Tissu capuche hylienne,Tela de la capucha hyliana,Hylian-Hood Fabric
Obj_SubstituteCloth_28,Tela de la princesa de Hyrule,Hyrule-Princess Fabric,Tissu de la princesse d'Hyrule,하이랄 왕녀의 원단,ハイラル王女の生地,Ткань принцессы Хайрула,Prinses-van-Hyrule-stof,Tessuto della principessa di Hyrule,Prinzessin-von-Hyrule-Stoff,海拉鲁公主的布料,海拉魯公主的布料,Tissu de la princesse d'Hyrule,Tela de la princesa de Hyrule,Hyrule-Princess Fabric
Obj_SubstituteCloth_29,Tela del campeón goron,Goron-Champion Fabric,Tissu du Prodige Goron,고론 영걸의 원단,ゴロンの英傑生地,Ткань Воина горонов,Goron-Uitverkorene-stof,Tessuto del campione Goron,Recke-der-Goronen-Stoff,鼓隆英杰的布料,鼓隆英傑的布料,Tissu du Prodige goron,Tela del elegido goron,Goron-Champion Fabric
Obj_SubstituteCloth_30,Tela del campeón orni,Rito-Champion Fabric,Tissu du Prodige Piaf,리토 영걸의 원단,リトの英傑生地,Ткань Воина рито,Rito-Uitverkorene-stof,Tessuto del campione Rito,Recke-der-Orni-Stoff,利特英杰的布料,利特英傑的布料,Tissu du Prodige piaf,Tela del elegido orni,Rito-Champion Fabric
Obj_SubstituteCloth_31,Tela de la campeona zora,Zora-Champion Fabric,Tissu du Prodige Zora,조라 영걸의 원단,ゾーラの英傑生地,Ткань Воина зора,Zora-Uitverkorene-stof,Tessuto della campionessa Zora,Recke-der-Zoras-Stoff,卓拉英杰的布料,卓拉英傑的布料,Tissu du Prodige zora,Tela de la elegida zora,Zora-Champion Fabric
Obj_SubstituteCloth_32,Tela de la campeona gerudo,Gerudo-Champion Fabric,Tissu du Prodige Gerudo,겔드 영걸의 원단,ゲルドの英傑生地,Ткань Воина герудо,Gerudo-Uitverkorene-stof,Tessuto della campionessa Gerudo,Recke-der-Gerudo-Stoff,格鲁德英杰的布料,格魯德英傑的布料,Tissu du Prodige gerudo,Tela de la elegida gerudo,Gerudo-Champion Fabric
Obj_SubstituteCloth_33,Tela sheikah ancestral,Ancient-Sheikah Fabric,Tissu à motifs Sheikahs antiques,고대 시커 문양 원단,古代シーカー紋様の生地,Ткань «Древний символ шиика»,Geavanceerde-Sheikah-stof,Tessuto Sheikah ancestrale,Antike-Shiekah-Stoff,古代希卡花纹的布料,古代希卡花紋的布料,Tissu à motifs sheikahs antiques,Tela sheikah ancestral,Ancient-Sheikah Fabric
Obj_SubstituteCloth_34,Tela de bokoblin,Bokoblin Fabric,Tissu Bokoblin,보코블린의 원단,ボコブリンの生地,Ткань «Бокоблин»,Bokoblin-stof,Tessuto del boblin,Bokblin-Stoff,波克布林的布料,波克布林的布料,Tissu bokoblin,Tela de bokoblin,Bokoblin Fabric
Obj_SubstituteCloth_35,Tela del rey demonio,Demon King Fabric,Tissu du roi démon,마왕의 원단,魔王の生地,Ткань короля демонов,Demonenkoningstof,Tessuto del re dei demoni,Stoff des Dämonenkönigs,魔王的布料,魔王的布料,Tissu du roi démon,Tela del rey demonio,Demon King Fabric
Obj_SubstituteCloth_36,Tela de Mascarón Rojo,King of Red Lions Fabric,Tissu du Lion Rouge,붉은 사자의 왕의 원단,赤獅子の王の生地,Ткань «Короля красных львов»,Rodeleeuwenstof,Tessuto di re Drakar,Roter-Leunenkönig-Stoff,赤狮子王的布料,赤獅子王的布料,Tissu du Lion Rouge,Tela de Mascarón Rojo,King of Red Lions Fabric
Obj_SubstituteCloth_37,Tela de Sheik,Sheik Fabric,Tissu de Sheik,시크의 원단,シークの生地,Ткань Шиик,Sheik-stof,Tessuto di Sheik,Shiek-Stoff,希克的布料,希克的布料,Tissu de Sheik,Tela de Sheik,Sheik Fabric
Obj_SubstituteCloth_38,Tela del Espejo del Crepúsculo,Mirror of Twilight Fabric,Tissu du miroir des ombres,어둠의 거울 원단,陰りの鏡の生地,Ткань Зеркала Сумрака,Schemerspiegelstof,Tessuto dello specchio oscuro,Schattenspiegel-Stoff,阴影之镜的布料,陰影之鏡的布料,Tissu du miroir des ombres,Tela del Espejo del Crepúsculo,Mirror of Twilight Fabric
Obj_SubstituteCloth_39,Tela de la princesa del Crepúsculo,Princess of Twilight Fabric,Tissu princesse du Crépuscule,황혼의 공주 원단,黄昏の姫君の生地,Ткань принцессы Сумрака,Schemerprinsesstof,Tessuto principessa del crepuscolo,Prinzessin-der-Schatten-Stoff,黄昏公主的布料,黃昏公主的布料,Tissu princesse du Crépuscule,Tela de la princesa del Crepúsculo,Princess of Twilight Fabric
Obj_SubstituteCloth_40,Tela del rancho Lon Lon,Lon Lon Ranch Fabric,Tissu Lon Lon,론론 목장의 원단,ロンロン牧場の生地,Ткань фермы Лон Лон,Lon Lon-stof,Tessuto della fattoria Lon Lon,Lon Lon-Farm-Stoff,荣蓉牧场的布料,榮蓉牧場的布料,Tissu Lon Lon,Tela del rancho Lon Lon,Lon Lon Ranch Fabric
Obj_SubstituteCloth_41,Tela de la Máscara de Majora,Majora's Mask Fabric,Tissu du masque de Majora,무쥬라의 가면 원단,ムジュラの仮面の生地,Ткань «Маска Маджоры»,Majora's-masker-stof,Tessuto della maschera di Majora,Majoras-Maske-Stoff,魔吉拉的面具的布料,魔吉拉的面具的布料,Tissu du masque de Majora,Tela de la Máscara de Majora,Majora's Mask Fabric
Obj_SubstituteCloth_43,Tela de la familia real extinta,Bygone-Royal Fabric,Tissu de la dynastie disparue,멸망한 왕가의 원단,滅びし王家の生地,Ткань древней династии,Oude-dynastiestof,Tessuto della famiglia reale estinta,Versunkenes-Königshaus-Stoff,灭亡王族的布料,滅亡王族的布料,Tissu de la dynastie disparue,Tela de la familia real extinta,Bygone-Royal Fabric
Obj_SubstituteCloth_45,Tela del espíritu de la espada,Sword-Spirit Fabric,Tissu de l'esprit de l'épée,검의 정령 원단,剣の精霊生地,Ткань духа меча,Zwaardzielstof,Tessuto dello spirito della spada,Schwertgeist-Stoff,剑之精灵的布料,劍之精靈的布料,Tissu de l'esprit de l'épée,Tela del espíritu de la espada,Sword-Spirit Fabric
Obj_SubstituteCloth_46,Tela retro,Pixel Fabric,Tissu pixelisé,도트의 원단,ドットの生地,Ретроткань,Pixelstof,Tessuto pixellato,Retro-Stoff,点阵的布料,點陣的布料,Tissu pixelisé,Tela retro,Pixel Fabric
Obj_SubstituteCloth_48,Tela con estampado de huevo,Egg Fabric,Tissu œuf,알 문양 원단,たまご柄の生地,Ткань с яйцом,Eierstof,Tessuto dell'uovo,Ei-Muster-Stoff,蛋图案的布料,蛋圖案的布料,Tissu œuf,Tela con estampado de huevo,Egg Fabric
Obj_SubstituteCloth_49,Tela de la Diosa,Goddess Fabric,Tissu de la Déesse,여신의 원단,女神の生地,Ткань Богини,Godinstof,Tessuto della dea,Stoff der Göttin,女神的布料,女神的布料,Tissu de la Déesse,Tela de la Diosa,Goddess Fabric
Obj_SubstituteCloth_51,Tela de la nueva túnica de campeón,Champion's Leathers Fabric,Tissu nouvelle tunique de Prodige,신식·영걸의 옷 원단,新式・英傑の服の生地,Ткань «Новая туника Воина»,Nieuwe-Hemd-der-Uitverkorenenstof,Tessuto nuova tunica del campione,Neues-Reckengewand-Stoff,新式·英杰服的布料,新式‧英傑服的布料,Tissu nouvelle tunique de Prodige,Tela de la nueva túnica del elegido,Champion's Leathers Fabric
Obj_SubstituteCloth_52,Tela de la princesa Zelda,Princess Zelda Fabric,Tissu de la princesse Zelda,젤다 공주의 원단,ゼルダ姫の生地,Ткань принцессы Зельды,Prinses-Zelda-stof,Tessuto della principessa Zelda,Prinzessin-Zelda-Stoff,塞尔达公主的布料,薩爾達公主的布料,Tissu de la princesse Zelda,Tela de la princesa Zelda,Princess Zelda Fabric
Obj_SubstituteCloth_53,Tela del rey gerudo,Gerudo-King Fabric,Tissu du roi Gerudo,겔드 왕의 원단,ゲルド王の生地,Ткань вождя герудо,Gerudo-koningstof,Tessuto del re Gerudo,Stoff des Gerudokönigs,格鲁德王的布料,格魯德王的布料,Tissu du roi gerudo,Tela del rey gerudo,Gerudo-King Fabric
Obj_SubstituteCloth_55,Tela con estampado nostálgico,Nostalgic Fabric,Tissu nostalgique,추억의 문양 원단,懐かしい柄の生地,Ностальгическая ткань,Nostalgische stof,Tessuto nostalgico,Nostalgie-Stoff,熟悉图案的布料,熟悉圖案的布料,Tissu nostalgique,Tela con estampado nostálgico,Nostalgic Fabric
Obj_SubstituteCloth_56,Tela artesanal de Kabalit,Addison's Fabric,Tissu de Boulieh,애디슨의 수제 원단,カバンダお手製の生地,Ткань Березды,Addisons handgemaakte stof,Tessuto artigianale di Gomada,Birkdas handgefertigter Stoff,卡邦达亲手制作的布料,卡邦達親手製作的布料,Tissu de Boulieh,Tela artesanal de Kabalit,Addison's Fabric
Obj_SubstituteCloth_Default,Tela común,Ordinary Fabric,Tissu ordinaire,평범한 원단,いつもの生地,Обычная ткань,Gewone stof,Tessuto ordinario,Normaler Stoff,普通的布料,普通的布料,Tissu ordinaire,Tela común,Ordinary Fabric
Obj_TreasureMap_00,Mapa viejo,Old Map,Vieille carte,낡은 지도,古びた地図,Старая карта,Oude kaart,Vecchia mappa,Alte Karte,残旧的地图,殘舊的地圖,Vieille carte,Mapa viejo,Old Map
Obj_WarpDLC_Prototype,Prototipo de teletransportador,Travel Medallion Prototype,Prototype d'amulette,워프 마커 시제품,試作版ワープマーカー,Прототип медальона перемещения,Prototype reismedaillon,Prototipo dell'amuleto,Teleport-Medaillon-Prototyp,试制的传送标记器,試製的傳送標記器,Prototype d'amulette,Prototipo de teletransportador,Travel Medallion Prototype
Parasail,Paravela,Paraglider,Paravoile,패러세일,パラセール,Планер,Zweefzeil,Paravela,Parasegel,滑翔帆,滑翔傘,Paravoile,Paravela,Paraglider
